mbid,day,mentions
9a8b6c6a-707f-4fa5-ade7-5bbf2b5792d4,2015-04-16,132.0
9a8b6c6a-707f-4fa5-ade7-5bbf2b5792d4,2015-04-17,74.0
eca3c467-4b25-4aba-947c-46d1c93f837f,2015-04-14,1.0
eca3c467-4b25-4aba-947c-46d1c93f837f,2015-04-11,1.0
eca3c467-4b25-4aba-947c-46d1c93f837f,2015-04-12,1.0
eca3c467-4b25-4aba-947c-46d1c93f837f,2015-04-08,2.0
a5b88ba8-f310-46a3-bb14-b025b983df95,2015-04-14,1.0
e1a46ae4-0e5e-4873-89b5-1ba9e99a3c67,2015-04-08,1.0
e1a46ae4-0e5e-4873-89b5-1ba9e99a3c67,2015-04-14,2.0
e1a46ae4-0e5e-4873-89b5-1ba9e99a3c67,2015-04-13,1.0
e1a46ae4-0e5e-4873-89b5-1ba9e99a3c67,2015-04-16,1.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-13,3.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-11,1.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-10,3.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-14,2.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-08,4.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-15,3.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-16,4.0
2bc95d36-3217-4079-ba6a-de6b63696dc0,2015-04-17,1.0
54bea602-48d7-4561-9867-f7bd55cc0d5a,2015-04-14,1.0
54bea602-48d7-4561-9867-f7bd55cc0d5a,2015-04-08,1.0
54bea602-48d7-4561-9867-f7bd55cc0d5a,2015-04-07,1.0
54bea602-48d7-4561-9867-f7bd55cc0d5a,2015-04-09,1.0
ab333165-1a33-497a-8dc2-c8a60e2533a5,2015-04-14,1.0
51d20a56-61f0-40b9-be76-74746cf58345,2015-04-14,1.0
1658e537-6b61-4829-89e0-5aa1fdf7db20,2015-04-14,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-08,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-14,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-13,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-17,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-10,2.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-12,1.0
ad49232f-9b86-43b2-aa79-d238bc974b24,2015-04-16,1.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-10,2.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-08,8.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-09,3.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-12,8.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-11,6.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-07,3.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-13,4.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-15,5.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-16,7.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-14,5.0
dbdc2c3a-9ada-458e-b45d-b10eaac48768,2015-04-17,3.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-09,11.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-07,2.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-11,7.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-08,6.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-10,6.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-12,8.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-13,10.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-14,5.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-15,13.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-16,13.0
8e7aad85-6bab-494e-87ad-cb4c9c091589,2015-04-17,11.0
1bd27385-0fba-4a56-b217-73f8cdc41375,2015-04-08,1.0
1bd27385-0fba-4a56-b217-73f8cdc41375,2015-04-16,1.0
1bd27385-0fba-4a56-b217-73f8cdc41375,2015-04-14,1.0
1bd27385-0fba-4a56-b217-73f8cdc41375,2015-04-17,2.0
3210a0d5-dd11-46e8-bd87-6edf389a54f6,2015-04-16,2.0
3210a0d5-dd11-46e8-bd87-6edf389a54f6,2015-04-14,1.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-07,1.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-11,2.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-08,2.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-09,2.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-14,1.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-15,1.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-16,1.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-12,7.0
0868857f-740f-47c1-a2c7-b6323c185c63,2015-04-17,4.0
1426ec60-27dc-412e-b368-86e078649902,2015-04-14,1.0
1426ec60-27dc-412e-b368-86e078649902,2015-04-16,1.0
67f93671-22e0-454b-93bd-49e2fcd0e542,2015-04-08,1.0
67f93671-22e0-454b-93bd-49e2fcd0e542,2015-04-14,1.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-07,3.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-08,10.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-09,9.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-10,4.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-14,1.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-12,3.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-15,5.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-13,1.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-11,5.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-16,5.0
974def65-0be9-4215-bbb9-d0fb0b90fbd2,2015-04-17,6.0
b69fad97-e52f-4b2c-a1ca-45661aceae83,2015-04-10,1.0
b69fad97-e52f-4b2c-a1ca-45661aceae83,2015-04-14,1.0
b69fad97-e52f-4b2c-a1ca-45661aceae83,2015-04-17,1.0
1cb5f4fd-475b-4a07-8fed-63409f336844,2015-04-09,1.0
1cb5f4fd-475b-4a07-8fed-63409f336844,2015-04-14,1.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-07,4.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-08,8.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-09,9.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-10,4.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-11,4.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-12,7.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-13,11.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-14,9.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-15,23.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-16,49.0
b9095f65-ee49-4690-9205-c9641b5b593b,2015-04-17,30.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-15,7.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-09,6.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-08,3.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-11,4.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-10,3.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-13,1.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-14,2.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-12,7.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-16,1.0
33caa39a-c637-407e-851a-df0d92e8821f,2015-04-17,2.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-07,1.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-12,1.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-11,2.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-08,2.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-10,1.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-09,4.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-13,1.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-15,4.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-17,3.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-16,14.0
8d2338a2-4acc-4d99-b2a7-1151f428cab6,2015-04-14,3.0
50b56f2c-c005-48b0-ac33-559a65a50fad,2015-04-10,1.0
50b56f2c-c005-48b0-ac33-559a65a50fad,2015-04-12,1.0
50b56f2c-c005-48b0-ac33-559a65a50fad,2015-04-14,1.0
50b56f2c-c005-48b0-ac33-559a65a50fad,2015-04-08,1.0
50b56f2c-c005-48b0-ac33-559a65a50fad,2015-04-15,2.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-08,2.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-10,1.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-16,2.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-14,1.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-15,1.0
b7d2aa51-9849-4bde-a575-b704739ae381,2015-04-17,1.0
891a8640-3e09-4500-adf8-204714d98e0a,2015-04-10,1.0
891a8640-3e09-4500-adf8-204714d98e0a,2015-04-14,1.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-11,2.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-09,2.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-07,1.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-08,4.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-10,1.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-12,4.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-13,4.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-14,3.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-15,5.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-17,2.0
56389dac-2b94-4b5e-8dc1-3567337ccf64,2015-04-16,1.0
093d0f69-57df-4e88-8f54-a8a9881ce431,2015-04-14,1.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-08,2.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-11,1.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-12,1.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-13,1.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-14,1.0
7dd54566-895f-45ef-bc7a-3a4b05f4f9de,2015-04-15,2.0
3eb7efbb-8717-4034-a698-109c70798524,2015-04-10,1.0
3eb7efbb-8717-4034-a698-109c70798524,2015-04-17,1.0
3eb7efbb-8717-4034-a698-109c70798524,2015-04-16,3.0
3eb7efbb-8717-4034-a698-109c70798524,2015-04-14,1.0
3eb7efbb-8717-4034-a698-109c70798524,2015-04-15,1.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-14,8.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-10,8.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-13,8.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-08,7.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-12,6.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-09,6.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-07,6.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-15,7.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-11,4.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-16,11.0
3b6271d3-e0ad-408b-8886-d72de1ef783e,2015-04-17,6.0
06870848-1151-4d4b-b814-a3fba3befa29,2015-04-09,1.0
06870848-1151-4d4b-b814-a3fba3befa29,2015-04-14,1.0
ca419351-ee3a-468b-85db-c617724138f5,2015-04-14,1.0
ca419351-ee3a-468b-85db-c617724138f5,2015-04-08,1.0
61b6de59-76ea-4276-90c5-f7fe661d1f34,2015-04-14,1.0
0dc890cb-6fd7-47b0-83e2-215ac7693889,2015-04-14,1.0
410ce2ea-a41e-4d1e-89f2-75a0d5125756,2015-04-09,1.0
410ce2ea-a41e-4d1e-89f2-75a0d5125756,2015-04-12,1.0
410ce2ea-a41e-4d1e-89f2-75a0d5125756,2015-04-14,1.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-07,2.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-10,1.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-08,3.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-12,2.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-11,1.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-13,2.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-14,4.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-16,6.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-15,3.0
b9eb3484-5e0e-4690-ab5a-ca91937032a5,2015-04-17,4.0
1e8b08f6-b8d3-4319-a3e5-51c307a5a380,2015-04-12,1.0
1e8b08f6-b8d3-4319-a3e5-51c307a5a380,2015-04-14,2.0
8a5746ef-71c1-4e2e-9010-f14125fedd4c,2015-04-08,1.0
8a5746ef-71c1-4e2e-9010-f14125fedd4c,2015-04-14,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-11,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-10,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-13,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-12,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-15,1.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-14,2.0
23a1b221-aaa5-49b7-83f2-07b5a0edcbc0,2015-04-16,1.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-09,7.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-07,4.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-08,15.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-11,8.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-10,8.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-12,9.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-13,11.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-16,18.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-14,8.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-15,11.0
7996ee29-9d75-4640-8583-5e26620f5aa8,2015-04-17,7.0
9fd4405b-745a-4851-b729-73494e71f7b5,2015-04-09,1.0
9fd4405b-745a-4851-b729-73494e71f7b5,2015-04-14,1.0
9fd4405b-745a-4851-b729-73494e71f7b5,2015-04-12,1.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-08,1.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-09,2.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-07,2.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-12,4.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-15,8.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-10,5.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-14,3.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-16,10.0
7f9f9829-6bff-47e7-8070-f14c8fb7b67d,2015-04-17,3.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-07,2.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-16,3.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-14,4.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-13,3.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-10,2.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-17,2.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-08,4.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-15,2.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-09,1.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-12,3.0
14ab6841-41d6-454d-97ee-575aa624e121,2015-04-11,5.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-08,1.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-09,4.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-10,2.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-11,1.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-12,4.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-13,4.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-15,1.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-17,2.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-14,3.0
9d0d6ed8-84c1-4cb1-9b78-f418f46b76d6,2015-04-16,3.0
1834b6b6-a2b3-483e-a47a-23d5a200e53e,2015-04-14,1.0
f71a7804-e21d-4b5c-927b-21909970b4cb,2015-04-13,1.0
f71a7804-e21d-4b5c-927b-21909970b4cb,2015-04-17,3.0
f71a7804-e21d-4b5c-927b-21909970b4cb,2015-04-16,4.0
f71a7804-e21d-4b5c-927b-21909970b4cb,2015-04-14,1.0
12f4abf2-d164-45fa-8a2f-033f103436c0,2015-04-10,2.0
12f4abf2-d164-45fa-8a2f-033f103436c0,2015-04-12,1.0
12f4abf2-d164-45fa-8a2f-033f103436c0,2015-04-13,1.0
12f4abf2-d164-45fa-8a2f-033f103436c0,2015-04-14,2.0
12f4abf2-d164-45fa-8a2f-033f103436c0,2015-04-15,2.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-07,3.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-08,8.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-09,5.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-12,4.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-10,4.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-11,6.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-13,5.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-15,7.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-14,7.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-16,11.0
c34d4496-5f4a-4541-bd56-19a07b95215b,2015-04-17,7.0
7369ac81-324f-4836-ae6b-bd7bf2145ef7,2015-04-16,1.0
7369ac81-324f-4836-ae6b-bd7bf2145ef7,2015-04-14,1.0
d88f313e-1416-4a4f-89ba-b9cb5ce4339b,2015-04-14,1.0
99c898be-d390-46ed-9fa5-3aafff26659f,2015-04-11,1.0
99c898be-d390-46ed-9fa5-3aafff26659f,2015-04-14,1.0
31c890b0-7e07-4907-8bd6-4ea023c2be59,2015-04-14,1.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-10,7.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-07,3.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-09,6.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-12,3.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-08,4.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-11,3.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-14,4.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-15,2.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-13,5.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-17,2.0
d239b82d-d735-4c89-911a-52a1f2504102,2015-04-16,2.0
f251202f-c450-492b-b421-44b218c43548,2015-04-08,1.0
f251202f-c450-492b-b421-44b218c43548,2015-04-14,1.0
f251202f-c450-492b-b421-44b218c43548,2015-04-12,1.0
f251202f-c450-492b-b421-44b218c43548,2015-04-16,2.0
f251202f-c450-492b-b421-44b218c43548,2015-04-17,1.0
3d310e4f-0a19-40e2-a98b-03e27e70c366,2015-04-14,1.0
3d310e4f-0a19-40e2-a98b-03e27e70c366,2015-04-15,2.0
ba798152-12eb-42d2-9d42-15dbc7b83bdd,2015-04-09,1.0
ba798152-12eb-42d2-9d42-15dbc7b83bdd,2015-04-08,1.0
ba798152-12eb-42d2-9d42-15dbc7b83bdd,2015-04-14,2.0
ba798152-12eb-42d2-9d42-15dbc7b83bdd,2015-04-10,2.0
ba798152-12eb-42d2-9d42-15dbc7b83bdd,2015-04-15,3.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-09,4.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-11,5.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-12,6.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-10,3.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-08,6.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-14,2.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-13,9.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-15,8.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-16,7.0
fa7c75e6-1c38-43cf-a813-386caa6cca1f,2015-04-17,6.0
748a06a4-0221-4b2f-b452-b97f02cd9c30,2015-04-13,1.0
748a06a4-0221-4b2f-b452-b97f02cd9c30,2015-04-12,1.0
748a06a4-0221-4b2f-b452-b97f02cd9c30,2015-04-14,2.0
748a06a4-0221-4b2f-b452-b97f02cd9c30,2015-04-16,1.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-07,5.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-08,33.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-09,24.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-11,24.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-10,31.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-14,7.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-13,3.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-12,27.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-15,42.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-16,19.0
1961750a-fdad-4d69-a604-09734126de72,2015-04-17,11.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-07,4.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-08,34.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-09,25.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-10,29.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-11,23.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-12,25.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-13,2.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-14,8.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-15,40.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-16,21.0
f1568343-3ad3-46bd-86aa-0de00af70c56,2015-04-17,12.0
a39926b3-9119-4ec1-a2d2-3ba9b99411cc,2015-04-14,3.0
a39926b3-9119-4ec1-a2d2-3ba9b99411cc,2015-04-16,3.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-07,5.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-08,37.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-09,28.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-10,33.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-11,25.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-12,29.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-13,5.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-14,11.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-15,41.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-16,21.0
64f83227-6a8e-4f10-99b8-d39fab286807,2015-04-17,15.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-10,7.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-09,5.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-08,3.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-17,15.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-14,9.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-11,2.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-13,7.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-12,3.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-15,7.0
25a2c3cc-0383-461a-a813-d22318df4b0f,2015-04-16,20.0
b2f3a4ee-1e36-46dd-9183-e39e64a3a46e,2015-04-13,1.0
b2f3a4ee-1e36-46dd-9183-e39e64a3a46e,2015-04-14,1.0
fcb0ef87-728a-4918-a2c1-dbb43c9579c9,2015-04-13,2.0
fcb0ef87-728a-4918-a2c1-dbb43c9579c9,2015-04-17,3.0
fcb0ef87-728a-4918-a2c1-dbb43c9579c9,2015-04-12,1.0
fcb0ef87-728a-4918-a2c1-dbb43c9579c9,2015-04-14,2.0
bdcde449-2503-4af0-a640-fb67d13b7d74,2015-04-14,1.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-11,2.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-12,3.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-17,2.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-14,1.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-08,2.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-10,1.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-15,2.0
4fc1511f-ef6c-4099-b41b-29cbe5888649,2015-04-16,9.0
d238cefe-348e-4baf-ba7a-afdfd011c384,2015-04-14,1.0
d238cefe-348e-4baf-ba7a-afdfd011c384,2015-04-13,1.0
8127248c-6879-42d6-9a40-0b4036efb06b,2015-04-11,2.0
8127248c-6879-42d6-9a40-0b4036efb06b,2015-04-08,5.0
8127248c-6879-42d6-9a40-0b4036efb06b,2015-04-09,6.0
8127248c-6879-42d6-9a40-0b4036efb06b,2015-04-10,3.0
